price,date,volume
INR ₹28.80,"Feb 2, 2024",152M
INR ₹22.55,"Mar 7, 2024",40M
INR ₹32.60,"Apr 5, 2024",155M
INR ₹27.70,"Apr 26, 2024",78M
"INR ₹2,107.60","Jul 12, 2019",17M
"INR ₹2,246.25","Aug 9, 2019",12M
"INR ₹2,197.50","Sep 6, 2019",8.7M
"INR ₹2,079.35","Oct 4, 2019",10M
"INR ₹2,200.90","Nov 1, 2019",20M
"INR ₹2,071.70","Nov 22, 2019",13M
"INR ₹2,222.90","Dec 20, 2019",32M
"INR ₹2,219.10","Jan 17, 2020",15M
"INR ₹2,184.20","Feb 14, 2020",8.5M
"INR ₹1,806.30","Mar 13, 2020",28M
"INR ₹1,766.15","Apr 9, 2020",17M
"INR ₹1,893.40","May 8, 2020",16M
"INR ₹2,048.25","Jun 5, 2020",18M
"INR ₹2,199.65","Jul 3, 2020",17M
"INR ₹2,157.40","Jul 24, 2020",14M
"INR ₹2,248.60","Aug 21, 2020",14M
"INR ₹2,449.90","Sep 18, 2020",27M
"INR ₹2,763.30","Oct 16, 2020",25M
"INR ₹2,660.25","Nov 20, 2020",13M
"INR ₹2,861.00","Dec 18, 2020",16M
"INR ₹3,233.35","Jan 15, 2021",28M
"INR ₹3,190.80","Feb 12, 2021",11M
"INR ₹3,008.05","Mar 5, 2021",17M
"INR ₹3,322.25","Apr 9, 2021",16M
"INR ₹3,132.90","May 7, 2021",9.2M
"INR ₹3,143.75","Jun 4, 2021",8.4M
"INR ₹3,325.45","Jul 2, 2021",7.2M
"INR ₹3,167.45","Jul 30, 2021",8.8M
"INR ₹3,720.15","Aug 27, 2021",14M
"INR ₹3,871.30","Sep 24, 2021",9.6M
"INR ₹3,611.45","Oct 14, 2021",28M
"INR ₹3,526.05","Nov 12, 2021",8.9M
"INR ₹3,636.80","Dec 10, 2021",7.8M
"INR ₹3,853.50","Jan 7, 2022",11M
"INR ₹3,814.90","Feb 4, 2022",11M
"INR ₹3,524.35","Mar 4, 2022",10M
"INR ₹3,758.75","Apr 1, 2022",9.6M
"INR ₹3,546.70","Apr 29, 2022",9.4M
"INR ₹3,293.00","May 20, 2022",13M
"INR ₹3,088.90","Jun 17, 2022",14M
"INR ₹2,994.60","Jul 15, 2022",24M
"INR ₹3,401.55","Aug 12, 2022",5.9M
"INR ₹3,217.65","Sep 9, 2022",8.3M
"INR ₹3,064.90","Oct 7, 2022",7.6M
"INR ₹3,217.40","Nov 4, 2022",9.2M
"INR ₹3,439.15","Dec 2, 2022",12M
"INR ₹3,228.35","Dec 23, 2022",7.8M
"INR ₹3,363.10","Jan 20, 2023",9.1M
"INR ₹3,501.15","Feb 17, 2023",6.8M
"INR ₹3,179.30","Mar 17, 2023",15M
"INR ₹3,188.85","Apr 13, 2023",11M
"INR ₹3,274.30","May 12, 2023",6.3M
"INR ₹3,209.30","Jun 9, 2023",9M
"INR ₹3,329.25","Jul 7, 2023",8.4M
"INR ₹3,443.55","Aug 4, 2023",11M
"INR ₹3,381.30","Aug 25, 2023",6.2M
"INR ₹3,603.65","Sep 22, 2023",7M
"INR ₹3,494.55","Oct 20, 2023",7.7M
"INR ₹3,502.45","Nov 17, 2023",9.2M
"INR ₹3,861.00","Dec 15, 2023",19M
"INR ₹3,882.80","Jan 12, 2024",12M
"INR ₹4,128.30","Feb 16, 2024",6.1M
"INR ₹3,910.90","Mar 22, 2024",22M
"INR ₹4,001.40","Apr 12, 2024",8.5M
"INR ₹3,893.90","May 10, 2024",8.8M
INR ₹726.75,"Jul 12, 2019",34M
INR ₹789.85,"Aug 9, 2019",37M
INR ₹840.15,"Sep 6, 2019",26M
INR ₹793.45,"Oct 4, 2019",28M
INR ₹687.90,"Nov 1, 2019",80M
INR ₹696.35,"Nov 29, 2019",48M
INR ₹731.55,"Dec 20, 2019",43M
INR ₹767.85,"Jan 17, 2020",64M
INR ₹786.45,"Feb 14, 2020",21M
INR ₹642.35,"Mar 13, 2020",57M
INR ₹636.25,"Apr 9, 2020",39M
INR ₹674.20,"May 8, 2020",37M
INR ₹703.55,"Jun 5, 2020",49M
INR ₹762.70,"Jul 3, 2020",50M
INR ₹966.00,"Jul 31, 2020",69M
INR ₹948.80,"Aug 21, 2020",34M
"INR ₹1,002.15","Sep 18, 2020",72M
"INR ₹1,127.50","Oct 16, 2020",111M
"INR ₹1,103.35","Nov 20, 2020",41M
"INR ₹1,189.80","Dec 18, 2020",44M
"INR ₹1,344.95","Jan 15, 2021",86M
"INR ₹1,309.80","Feb 12, 2021",31M
"INR ₹1,374.85","Mar 12, 2021",29M
"INR ₹1,441.05","Apr 9, 2021",33M
"INR ₹1,352.55","May 7, 2021",23M
"INR ₹1,405.05","May 28, 2021",35M
"INR ₹1,574.20","Jun 25, 2021",38M
"INR ₹1,590.45","Jul 23, 2021",23M
"INR ₹1,732.95","Aug 20, 2021",27M
"INR ₹1,691.30","Sep 17, 2021",24M
"INR ₹1,715.75","Oct 14, 2021",43M
"INR ₹1,780.20","Nov 12, 2021",24M
"INR ₹1,759.25","Dec 10, 2021",15M
"INR ₹1,814.30","Jan 7, 2022",26M
"INR ₹1,686.20","Jan 28, 2022",38M
"INR ₹1,694.60","Feb 25, 2022",43M
"INR ₹1,876.55","Mar 25, 2022",27M
"INR ₹1,585.45","Apr 22, 2022",74M
"INR ₹1,455.15","May 20, 2022",46M
"INR ₹1,387.30","Jun 17, 2022",34M
"INR ₹1,430.35","Jul 15, 2022",26M
"INR ₹1,594.10","Aug 12, 2022",15M
"INR ₹1,511.65","Sep 9, 2022",20M
"INR ₹1,451.20","Oct 7, 2022",22M
"INR ₹1,513.25","Oct 28, 2022",15M
"INR ₹1,635.65","Nov 25, 2022",20M
"INR ₹1,497.10","Dec 23, 2022",32M
"INR ₹1,525.55","Jan 20, 2023",31M
"INR ₹1,583.80","Feb 17, 2023",20M
"INR ₹1,420.70","Mar 17, 2023",40M
"INR ₹1,389.20","Apr 13, 2023",29M
"INR ₹1,245.20","May 12, 2023",32M
"INR ₹1,265.95","Jun 9, 2023",31M
"INR ₹1,335.50","Jun 30, 2023",25M
"INR ₹1,340.50","Jul 28, 2023",37M
"INR ₹1,420.10","Aug 25, 2023",18M
"INR ₹1,496.15","Sep 22, 2023",20M
"INR ₹1,427.25","Oct 20, 2023",24M
"INR ₹1,437.55","Nov 17, 2023",24M
"INR ₹1,578.40","Dec 15, 2023",49M
"INR ₹1,612.75","Jan 12, 2024",51M
"INR ₹1,701.65","Feb 16, 2024",20M
"INR ₹1,634.00","Mar 15, 2024",38M
"INR ₹1,484.75","Apr 12, 2024",28M
"INR ₹1,424.90","May 10, 2024",34M
price,date,volume
"INR ₹2,913.70","Jun 26, 2024 9:26 AM",2.1K
"INR ₹2,915.60","Jun 26, 2024 9:32 AM",3.6K
"INR ₹2,928.30","Jun 26, 2024 9:38 AM",989
"INR ₹2,924.85","Jun 26, 2024 9:44 AM",2.3K
"INR ₹2,925.00","Jun 26, 2024 9:49 AM",1.9K
"INR ₹2,931.00","Jun 26, 2024 9:55 AM",2.6K
"INR ₹2,934.95","Jun 26, 2024 10:01 AM",1.3K
"INR ₹2,931.20","Jun 26, 2024 10:06 AM",1.2K
"INR ₹2,931.05","Jun 26, 2024 10:12 AM",1.2K
"INR ₹2,939.15","Jun 26, 2024 10:18 AM",1.2K
"INR ₹2,943.40","Jun 26, 2024 10:23 AM",1.2K
"INR ₹2,945.85","Jun 26, 2024 10:29 AM",1.9K
"INR ₹2,944.05","Jun 26, 2024 10:35 AM",1.5K
"INR ₹2,943.20","Jun 26, 2024 10:40 AM",1.3K
"INR ₹2,944.95","Jun 26, 2024 10:46 AM",1.6K
"INR ₹2,944.15","Jun 26, 2024 10:52 AM",861
"INR ₹2,947.00","Jun 26, 2024 10:57 AM",1.2K
"INR ₹2,948.05","Jun 26, 2024 11:03 AM",1.1K
"INR ₹2,953.60","Jun 26, 2024 11:06 AM",1.5K
"INR ₹2,953.60","Jun 26, 2024 11:06 AM",1.5K
"INR ₹2,953.60","Jun 26, 2024 11:06 AM",1.5K
INR ₹29.52,"Jun 26, 2024 9:27 AM",739
INR ₹29.30,"Jun 26, 2024 9:32 AM",1.8K
INR ₹29.38,"Jun 26, 2024 9:38 AM",607
INR ₹29.36,"Jun 26, 2024 9:44 AM",2.6K
INR ₹29.35,"Jun 26, 2024 9:49 AM",354
INR ₹29.44,"Jun 26, 2024 9:55 AM",2.7K
INR ₹29.36,"Jun 26, 2024 10:01 AM",2.1K
INR ₹29.32,"Jun 26, 2024 10:06 AM",2.6K
INR ₹29.34,"Jun 26, 2024 10:12 AM",185
INR ₹29.34,"Jun 26, 2024 10:18 AM",215
INR ₹29.39,"Jun 26, 2024 10:23 AM",2.7K
INR ₹29.37,"Jun 26, 2024 10:29 AM",2.3K
INR ₹29.43,"Jun 26, 2024 10:35 AM",248
INR ₹29.54,"Jun 26, 2024 10:41 AM",6.8K
INR ₹29.63,"Jun 26, 2024 10:46 AM",719
INR ₹29.61,"Jun 26, 2024 10:52 AM",3.6K
INR ₹29.63,"Jun 26, 2024 10:58 AM",677
INR ₹29.56,"Jun 26, 2024 11:03 AM",2.8K
INR ₹29.55,"Jun 26, 2024 11:06 AM",1.1K
INR ₹29.55,"Jun 26, 2024 11:06 AM",1.1K
INR ₹29.55,"Jun 26, 2024 11:06 AM",1.2K
"INR ₹3,855.40","Jun 26, 2024 9:26 AM",697
"INR ₹3,844.20","Jun 26, 2024 9:32 AM",765
"INR ₹3,846.45","Jun 26, 2024 9:38 AM",363
"INR ₹3,852.00","Jun 26, 2024 9:44 AM",914
"INR ₹3,856.85","Jun 26, 2024 9:49 AM",571
"INR ₹3,856.95","Jun 26, 2024 9:55 AM",464
"INR ₹3,856.10","Jun 26, 2024 10:01 AM",329
"INR ₹3,856.45","Jun 26, 2024 10:06 AM",277
"INR ₹3,859.35","Jun 26, 2024 10:12 AM",251
"INR ₹3,858.60","Jun 26, 2024 10:18 AM",29
"INR ₹3,860.90","Jun 26, 2024 10:23 AM",579
"INR ₹3,861.95","Jun 26, 2024 10:29 AM",460
"INR ₹3,857.60","Jun 26, 2024 10:35 AM",466
"INR ₹3,858.45","Jun 26, 2024 10:40 AM",67
"INR ₹3,860.75","Jun 26, 2024 10:46 AM",590
"INR ₹3,861.35","Jun 26, 2024 10:52 AM",618
"INR ₹3,862.15","Jun 26, 2024 10:57 AM",502
"INR ₹3,856.95","Jun 26, 2024 11:03 AM",98
"INR ₹3,862.45","Jun 26, 2024 11:06 AM",370
"INR ₹3,862.45","Jun 26, 2024 11:06 AM",370
"INR ₹3,862.45","Jun 26, 2024 11:06 AM",370
"INR ₹1,540.50","Jun 26, 2024 9:26 AM",2.1K
"INR ₹1,539.50","Jun 26, 2024 9:32 AM",417
"INR ₹1,541.30","Jun 26, 2024 9:38 AM",473
"INR ₹1,541.35","Jun 26, 2024 9:44 AM",531
"INR ₹1,539.90","Jun 26, 2024 9:49 AM",450
"INR ₹1,537.20","Jun 26, 2024 9:55 AM",493
"INR ₹1,537.75","Jun 26, 2024 10:01 AM",446
"INR ₹1,537.00","Jun 26, 2024 10:06 AM",779
"INR ₹1,536.25","Jun 26, 2024 10:12 AM",1.3K
"INR ₹1,538.55","Jun 26, 2024 10:18 AM",2.5K
"INR ₹1,538.50","Jun 26, 2024 10:23 AM",599
"INR ₹1,539.30","Jun 26, 2024 10:29 AM",1.4K
"INR ₹1,541.65","Jun 26, 2024 10:35 AM",1.5K
"INR ₹1,539.60","Jun 26, 2024 10:40 AM",1K
"INR ₹1,539.90","Jun 26, 2024 10:46 AM",377
"INR ₹1,541.10","Jun 26, 2024 10:52 AM",744
"INR ₹1,544.70","Jun 26, 2024 10:57 AM",1.1K
"INR ₹1,543.05","Jun 26, 2024 11:03 AM",1.2K
"INR ₹1,544.55","Jun 26, 2024 11:06 AM",854
"INR ₹1,544.55","Jun 26, 2024 11:06 AM",854
"INR ₹1,545.35","Jun 26, 2024 11:06 AM",532
price,date,volume
"INR ₹2,913.70","Jun 26, 2024 9:26 AM",2.1K
"INR ₹2,915.60","Jun 26, 2024 9:32 AM",3.6K
"INR ₹2,928.30","Jun 26, 2024 9:38 AM",989
"INR ₹2,924.85","Jun 26, 2024 9:44 AM",2.3K
"INR ₹2,925.00","Jun 26, 2024 9:49 AM",1.9K
"INR ₹2,931.00","Jun 26, 2024 9:55 AM",2.6K
"INR ₹2,934.95","Jun 26, 2024 10:01 AM",1.3K
"INR ₹2,931.20","Jun 26, 2024 10:06 AM",1.2K
"INR ₹2,931.05","Jun 26, 2024 10:12 AM",1.2K
"INR ₹2,939.15","Jun 26, 2024 10:18 AM",1.2K
"INR ₹2,943.40","Jun 26, 2024 10:23 AM",1.2K
"INR ₹2,945.85","Jun 26, 2024 10:29 AM",1.9K
"INR ₹2,944.05","Jun 26, 2024 10:35 AM",1.5K
"INR ₹2,943.20","Jun 26, 2024 10:40 AM",1.3K
"INR ₹2,944.95","Jun 26, 2024 10:46 AM",1.6K
"INR ₹2,944.15","Jun 26, 2024 10:52 AM",861
"INR ₹2,947.00","Jun 26, 2024 10:57 AM",1.2K
"INR ₹2,948.05","Jun 26, 2024 11:03 AM",1.1K
"INR ₹2,952.95","Jun 26, 2024 11:08 AM",1.4K
"INR ₹2,952.95","Jun 26, 2024 11:08 AM",1.4K
INR ₹29.52,"Jun 26, 2024 9:27 AM",739
INR ₹29.30,"Jun 26, 2024 9:32 AM",1.8K
INR ₹29.38,"Jun 26, 2024 9:38 AM",607
INR ₹29.36,"Jun 26, 2024 9:44 AM",2.6K
INR ₹29.35,"Jun 26, 2024 9:49 AM",354
INR ₹29.44,"Jun 26, 2024 9:55 AM",2.7K
INR ₹29.36,"Jun 26, 2024 10:01 AM",2.1K
INR ₹29.32,"Jun 26, 2024 10:06 AM",2.6K
INR ₹29.34,"Jun 26, 2024 10:12 AM",185
INR ₹29.34,"Jun 26, 2024 10:18 AM",215
INR ₹29.39,"Jun 26, 2024 10:23 AM",2.7K
INR ₹29.37,"Jun 26, 2024 10:29 AM",2.3K
INR ₹29.43,"Jun 26, 2024 10:35 AM",248
INR ₹29.54,"Jun 26, 2024 10:41 AM",6.8K
INR ₹29.63,"Jun 26, 2024 10:46 AM",719
INR ₹29.61,"Jun 26, 2024 10:52 AM",3.6K
INR ₹29.63,"Jun 26, 2024 10:58 AM",677
INR ₹29.56,"Jun 26, 2024 11:03 AM",2.8K
INR ₹29.54,"Jun 26, 2024 11:08 AM",12
INR ₹29.54,"Jun 26, 2024 11:08 AM",12
INR ₹29.60,"Jun 26, 2024 11:09 AM",258
"INR ₹3,855.40","Jun 26, 2024 9:26 AM",697
"INR ₹3,844.20","Jun 26, 2024 9:32 AM",765
"INR ₹3,846.45","Jun 26, 2024 9:38 AM",363
"INR ₹3,852.00","Jun 26, 2024 9:44 AM",914
"INR ₹3,856.85","Jun 26, 2024 9:49 AM",571
"INR ₹3,856.95","Jun 26, 2024 9:55 AM",464
"INR ₹3,856.10","Jun 26, 2024 10:01 AM",329
"INR ₹3,856.45","Jun 26, 2024 10:06 AM",277
"INR ₹3,859.35","Jun 26, 2024 10:12 AM",251
"INR ₹3,858.60","Jun 26, 2024 10:18 AM",29
"INR ₹3,860.90","Jun 26, 2024 10:23 AM",579
"INR ₹3,861.95","Jun 26, 2024 10:29 AM",460
"INR ₹3,857.60","Jun 26, 2024 10:35 AM",466
"INR ₹3,858.45","Jun 26, 2024 10:40 AM",67
"INR ₹3,860.75","Jun 26, 2024 10:46 AM",590
"INR ₹3,861.35","Jun 26, 2024 10:52 AM",618
"INR ₹3,862.15","Jun 26, 2024 10:57 AM",502
"INR ₹3,856.95","Jun 26, 2024 11:03 AM",98
"INR ₹3,862.00","Jun 26, 2024 11:09 AM",56
"INR ₹3,862.00","Jun 26, 2024 11:09 AM",56
"INR ₹3,862.00","Jun 26, 2024 11:09 AM",56
"INR ₹1,540.50","Jun 26, 2024 9:26 AM",2.1K
"INR ₹1,539.50","Jun 26, 2024 9:32 AM",417
"INR ₹1,541.30","Jun 26, 2024 9:38 AM",473
"INR ₹1,541.35","Jun 26, 2024 9:44 AM",531
"INR ₹1,539.90","Jun 26, 2024 9:49 AM",450
"INR ₹1,537.20","Jun 26, 2024 9:55 AM",493
"INR ₹1,537.75","Jun 26, 2024 10:01 AM",446
"INR ₹1,537.00","Jun 26, 2024 10:06 AM",779
"INR ₹1,536.25","Jun 26, 2024 10:12 AM",1.3K
"INR ₹1,538.55","Jun 26, 2024 10:18 AM",2.5K
"INR ₹1,538.50","Jun 26, 2024 10:23 AM",599
"INR ₹1,539.30","Jun 26, 2024 10:29 AM",1.4K
"INR ₹1,541.65","Jun 26, 2024 10:35 AM",1.5K
"INR ₹1,539.60","Jun 26, 2024 10:40 AM",1K
"INR ₹1,539.90","Jun 26, 2024 10:46 AM",377
"INR ₹1,541.10","Jun 26, 2024 10:52 AM",744
"INR ₹1,544.70","Jun 26, 2024 10:57 AM",1.1K
"INR ₹1,543.05","Jun 26, 2024 11:03 AM",1.2K
"INR ₹1,545.55","Jun 26, 2024 11:09 AM",1
"INR ₹1,545.50","Jun 26, 2024 11:09 AM",96
